Gene name,Glia precursors (GP),Midline glia (MG),Perineurial glia (PG),Subperineurial glia (SPG),Astrocyte like glia (AG),Ensheathing glia (EG),Cortex glia 1 (CG1),Cortex glia 2 (CG2),Twi+,Unanotated (UA)
Chro,1.069598485,1.389495494,1.233658537,1.106336262,1.262848787,2.311983202,1.134111803,5.79277417,2.946278137,1.196779618
Ssl1,1.085711119,1.389495494,1.532973302,1.241777788,1.132541315,1.527242658,1.097705474,1.767757467,1.58897593,1.206591562
slif,1,1.037225095,1.007267112,1.007244249,1,1.063701872,1.004671983,1.153069992,1.052801194,1
BoYb,1,1,1,1,1,1,1,1,1,1
CG12768,1.299081397,2.039500469,2.436646079,1.455490598,1.343935353,1.111672882,1.514125743,1.767757467,1.95210329,1.579725251
Mes2,1.260809146,5.085682064,2.419066453,2.39502662,2.110203429,7.088832467,2.021473331,5.023783646,2.5906445,1.785554249
CR45758,1,1,1.007267112,1,1,1,1,1,1,1
CG32457,1,1,1,1,1,1,1,1,1,1
nrm,1.002495083,1,1.007267112,1,1.031605178,1.008861195,1,1.180769016,1.012946696,1
RpL10,71077.41125,3.16228E+16,1.39526E+23,1.19776E+17,1.92213E+11,3.0125E+25,52314668993,3.35562E+45,4.22375E+53,1.84483E+17
CkIIalpha,2.004232277,3.402091828,17.3377889,4.720425972,4.5227794,24.37660276,3.569698847,56.56884604,38.10707253,4.140199576
CG33217,1.038087033,1.157422881,1.33593757,1.146993954,1.080895687,1.246767408,1.144733661,1.646246427,1.293396983,1.148903858
Vps11,1.025232844,1.136463666,1.106687889,1.044260324,1.080895687,1.182488525,1.047714405,1.126020745,1.052801194,1.058821363
CR45164,1.025232844,1.075835899,1.059637289,1.051825205,1.015679663,1,1.018819306,1.024021979,1.026061009,1.033199999
CG34031,1,1,1,1,1,1,1,1,1,1
nAChRalpha4,1.012537824,1.018442485,1.021960152,1.021890563,1,1.008861195,1.023579213,1.024021979,1,1.024798068
alpha-Cat,1.211527659,2.039500469,1.684283113,1.354133374,1.430228426,4.325290941,1.47924628,2.523840212,1.716472585,1.455863196
ND-MLRQ,9.028751617,30.48786299,302.7834098,353.662768,189.2461387,61.01556161,6.303694271,284.1896436,86.80554858,37.53773682
AGO3,1.004996391,1,1.007267112,1.044260324,1.0477804,1,1.014081534,1,1.039345109,1.008198621
CG17454,1.121459385,1.522438235,1.500032363,1.434629682,1.386410669,2.782559402,1.244920735,4.678461854,2.081784421,1.298599338
CR45736,1,1,1.014587035,1,1,1,1.004671983,1,1,1
CG17698,1.118668215,1.415121244,1.355424938,1.180593298,1.115057588,1.268961003,1.256580406,1.180769016,1.568666877,1.319980076
CG40470,7.214813483,207.7113926,1.242623672,1.051825205,1.69718713,1.017800911,1.004671983,1,1.012946696,1.085078087
CG40045,4.307240623,10,56.43809251,25.3739871,20.77626938,219.278559,19.38426743,11260.20745,629.3361537,20.51430167
Snap25,1.015064189,1.056354104,1.007267112,1.007244249,1.031605178,1.045098172,1.018819306,1.048621014,1,1.067502238
mRpS5,1.102066477,1.291549665,1.251653957,1.31559513,1.386410669,1.373823796,1.128837892,1.329570407,1.344285828,1.093974231
CR41597,1.135520045,1.579111144,1.307230588,1.455490598,1.224159023,1.326188825,1.160853267,1.853707628,1.807104387,1.288039193
scro,1.010017746,1.018442485,1.051992343,1.007244249,1,1.017800911,1,7.004236871,1,1.041670815
CG40472,1.043273722,1.115883993,1.155827656,1.155303063,1.080895687,1.092230189,1.077429008,1.267922718,1.228529176,1.111985927
ND-AGGG,1.637893707,2.115421069,2.920174505,2.889449091,2.583224566,3.176257539,1.749504161,2.188800532,2.277938,1.814952437
Set1,1.03292613,1.245197085,1.181209807,1.098379329,1.224159023,1.854382131,1.067431663,1.767757467,1.58897593,1.216483949
MED21,1.077624688,1.637893707,1.578022559,1.383776117,1.186654592,3.148359312,1.210586848,6.369769417,2.524844505,1.516530202
UQCR-11,5.852157655,70.66532313,127.9140468,134.4394248,283.5976989,436.3618188,22.18982341,4905.933415,2307.429771,47.56691268
CR40354,1.002495083,1,1,1,1,1,1,1,1,1
CG45782,1,1,1.007267112,1,1,1,1,1,1,1
CR45180,1,1,1,1,1,1,1,1,1,1
FASN3,1,1,1.007267112,1,1,1,1.018819306,1,1.012946696,1.01646446
CG40178,1.169989107,1.895735652,1.510933266,1.999587618,1.323188207,2.85718721,1.685468529,2.241379853,1.716472585,1.579725251
CR41320,1,1,1.007267112,1,1,1,1,1,1,1
CG40160,1.038087033,1.200508058,1.601041229,1.794396838,1.224159023,2.373990229,1.709202511,1.49712386,1.784007386,1.632172129
CG40228,1.375713942,2.404099184,2.138891129,1.887391822,1.982883949,4.10229436,1.549827636,7.172492505,3.265626266,1.686360242
CR46252,1,1,1.007267112,1,1,1,1,1,1,1
CR45181,1,1,1,1,1,1.008861195,1,1,1,1
vtd,1.102066477,1.291549665,1.510933266,1.476654852,1.365007807,1.887391822,1.171725579,2.77522992,1.927153025,1.256871215
RpL15,100499.6391,3.27999E+18,3.11681E+19,6.43839E+15,22110297929,9.31856E+21,1685468529,4.46154E+40,9.25722E+47,1.08508E+14
Dbp80,1.260809146,2.039500469,3.094325795,1.781491272,1.408149122,3.378591088,1.304321387,4.678461854,3.023061117,1.953350337
eIF4B,1.428110804,2.586416205,4.317378513,3.338189385,2.352998345,7.950293134,1.956581648,25.8446785,7.831676656,2.867126194
CG17514,1.379146462,3.220597919,4.412188802,1.901064558,2.077626938,8.382463046,2.098274719,5.524182799,3.666450365,1.528963659
CG45781,1,1.018442485,1,1,1,1,1,1,1,1
CG40498,1.02268117,1.018442485,1.014587035,1,1.031605178,1.026819843,1.009365794,1.073810967,1.012946696,1.008198621
rl,1.138353262,2.404099184,1.660067649,1.530921697,1.594787058,3.53095937,1.438449888,3.869268484,1.95210329,1.267175827
CR40190,1.00750394,1.136463666,1.172687754,1.03674985,1.015679663,1.214202682,1.037992778,1.943836773,1.902521656,1.102943312
CG40191,1.190577239,1.494869134,1.566637628,1.098379329,1.522062312,1.920989116,1.4118793,1.99053158,1.58897593,1.319980076
Yeti,2.508133503,4.727191266,11.89793791,68.2112172,6.078323128,21.35511506,3.359818286,84.69056916,15.09283936,4.529271648
CR44042,1,1.018442485,1.03686752,1.014540976,1,1.008861195,1,1.024021979,1.012946696,1.008198621
l(2)41Ab,1.004996391,1,1.014587035,1,1,1,1.004671983,1,1,1.008198621
CR44043,1.002495083,1,1.007267112,1.021890563,1,1.035918694,1.014081534,1,1,1.024798068
Maf1,1.508590709,2.634116148,2.7359422,2.343721241,3.018072928,6.15562324,2.198392649,11.26020745,7.343816011,2.018201567
CG17691,1.687612476,4.475006297,3.399746543,4.115475899,3.018072928,3.148359312,1.616225759,4.461537381,5.605357959,2.395701055
CG41520,1,1,1,1.007244249,1,1.008861195,1,1,1,1
CG17684,1.004996391,1,1.021960152,1,1,1.035918694,1.004671983,1.024021979,1.039345109,1.008198621
MFS17,1.242097948,3.220597919,1.932695885,1.781491272,1.570167363,2.025412146,1.4118793,1.726288598,1.716472585,1.363803413
CG41378,1.36887451,2.586416205,2.201746403,1.621927166,1.570167363,3.232797816,1.392273947,2.58446785,2.524844505,1.386257701
Scp1,1,1,1,1,1,1.008861195,1.009365794,1.048621014,1,1
dpr21,1.020135847,1.095676986,1.059637289,1.021890563,1.064209244,1.008861195,1.018819306,1.073810967,1.026061009,1.041670815
RYa,1,1,1,1,1,1,1,1,1,1
uex,1.135520045,3.220597919,1.810763098,2.747081052,1.282649831,5.889995223,1.274274986,5.524182799,5.189001532,1.77103421
CR45139,1.010017746,1.056354104,1.114730314,1.044260324,1.015679663,1.203537898,1.018819306,1.126020745,1.052801194,1.076254285
Haspin,1.083008923,1.339627725,1.355424938,1.215176881,1.132541315,2.39502662,1.097705474,2.980072324,1.609547918,1.139561029
CG17683,1.118668215,1.827699369,1.555334836,1.403897573,1.282649831,1.972509743,1.244920735,2.406818267,1.548617398,1.288039193
RNASEK,86.11224963,16681.00537,3525.086768,1508979.659,43842.15487,493.7266729,1322.688233,160762.802,24292.64817,1093.974231
IntS3,1.077624688,1.178768635,1.233658537,1.138744605,1.168335485,1.554428969,1.107986357,1.36150932,1.182022377,1.093974231
Gprk1,1.187614044,2.404099184,1.746378455,1.455490598,1.645190588,5.205651566,1.347580307,6.074424726,2.871445374,1.479833198
RpL38,14973546.49,4.55754E+18,2.61962E+27,5.22238E+22,1.30276E+13,1.65345E+31,4.01087E+12,9.76542E+35,1.10839E+42,2.1023E+17
Stlk,1.129874749,1.268161613,1.269911877,1.530921697,1.262848787,2.251595756,1.372940834,2.350358015,2.136037823,1.22645744
p120ctn,1.60556431,3.048786299,3.550703967,2.807216204,2.925608548,13.14540426,2.481628923,10.48621014,4.621728922,1.937465789
CG17486,1.110336318,1.22264841,1.385190275,1.553182793,1.150299182,1.805946917,1.193776642,2.350358015,1.927153025,1.2466504
CG17883,1.18170976,2.539580038,1.837176762,1.519911083,1.594787058,3.469204372,1.451922114,2.980072324,2.163692455,1.455863196
Nipped-B,1.36206908,7.464760408,3.708364286,2.688234093,1.77827941,34.99945669,1.677630666,56.56884604,18.78205106,2.102301671
CR45471,1,1,1,1,1,1,1,1,1,1
CR41440,1,1,1,1,1,1,1,1,1,1
conu,1.127062635,1.608233878,1.478465929,1.306133176,1.365007807,1.920989116,1.18269972,1.646246427,1.568666877,1.216483949
CR43281,1,1.018442485,1.007267112,1,1.015679663,1.008861195,1,1,1,1
CR46064,1.043273722,1.245197085,1.326299205,1.082636734,1.031605178,1.111672882,1.037992778,1.462003639,1.452148977,1.236512701
CG12547,1.127062635,1.364333789,1.425896655,1.215176881,1.302761348,1.668100537,1.250736984,1.36150932,1.293396983,1.256871215
CG17528,1.085711119,1.268161613,1.405396094,1.232846739,1.132541315,2.15443469,1.171725579,1.99053158,1.609547918,1.139561029
CG14464,1.760641748,2.275845926,5.522533573,3.774005318,3.16227766,9.484435649,2.040406034,16.85792525,3.860043321,3.240696036
CG44102,1,1,1,1,1,1,1,1,1.039345109,1
TpnC41C,1,1,1,1,1,1,1,1,1,1
CG3107,1.077624688,1.245197085,1.365274962,1.250773535,1.224159023,1.540775853,1.144733661,1.462003639,1.197325661,1.148903858
gus,1.460502028,2.782559402,2.836809605,2.649704798,1.863246312,12.14202682,1.733270705,12.09133425,10.94223771,2.119537646
CR43256,1.012537824,1.056354104,1.03686752,1.029293393,1,1.008861195,1,1.126020745,1.137276124,1.041670815
Atf6,1.226717579,2.682695795,1.684283113,1.519911083,1.282649831,2.079733382,1.42510267,1.99053158,1.3971769,1.267175827
Nipped-A,1.085711119,1.637893707,1.405396094,1.287412935,1.282649831,2.85718721,1.193776642,1.726288598,1.415265724,1.177394454
d4,1.124257519,1.389495494,1.500032363,1.833677196,1.343935353,3.890794687,1.244920735,7.88691602,3.142003785,1.632172129
sxc,1.169989107,1.389495494,1.672131546,1.383776117,1.386410669,2.061466327,1.322688233,2.087313245,1.784007386,1.2466504
CG10465,1.351924321,1.930697729,1.960888187,2.088090013,2.880444153,2.52521785,1.316537392,4.154862932,3.35073178,1.420634213
CG10395,1.093858231,1.115883993,1.345645978,1.172102298,1.186654592,2.271547586,1.128837892,1.99053158,1.3971769,1.196779618
CG30441,1,1,1,1.007244249,1,1.054358991,1,1,1.026061009,1.008198621
COX4L,1,1,1,1,1,1.008861195,1.004671983,1,1,1
CG10417,1.115883993,1.441219597,1.810763098,1.575767587,1.080895687,4.40228506,1.262451129,8.076375355,3.666450365,1.397623103
CR42646,1.002495083,1,1,1,1,1,1,1,1,1
laccase2,1,1,1,1,1,1,1.014081534,1.024021979,1.026061009,1
CG30440,1.002495083,1,1,1.007244249,1,1,1,1,1,1
CG30438,1,1,1,1,1,1,1,1,1,1.008198621
Fis1,2.96388584,22.34633727,16.24395673,12.78153672,12.05260937,27.33893606,7.560360599,24.64634806,13.101422,6.434438263
CG17508,3.746218236,40.10279139,9.167779324,6.03342979,4.249896743,5.685769795,10.87519986,5.268045103,3.223887574,4.208365728
CG11665,1.184658224,1.668100537,1.672131546,2.244384076,1.205260937,1.838094418,1.316537392,2.13745464,1.878205106,1.206591562
CG1344,1.072267222,1.157422881,1.355424938,1.20643715,1.0477804,1.624530874,1.123588505,2.188800532,1.528824176,1.187047466
Not3,1.069598485,1.339627725,1.288436125,1.296739275,1.168335485,2.437660276,1.144733661,3.200034343,1.977376577,1.196779618
CR45472,1,1.018442485,1,1.029293393,1,1.017800911,1,1.099606032,1.039345109,1.01646446
CG8245,1.020135847,1.056354104,1,1.021890563,1,1.008861195,1.009365794,1.048621014,1.026061009,1.024798068
kune,1.104816224,1.730195739,1.288436125,1.163672366,5.284123666,2.251595756,1.233369253,2.980072324,2.055176674,1.277564921
scaf,1.056354104,1.467799268,1.316730378,8.781600334,1.205260937,1.017800911,1.004671983,1,1.039345109,1.467799268
CG17337,1.456867025,5.085682064,2.185861503,1.598680786,3.065395295,2.481052849,1.654335091,2.58446785,2.24882317,1.672646844
vlc,1.051102385,1.22264841,1.279140468,1.155303063,1.186654592,2.025412146,1.139410355,2.350358015,1.830500418,1.216483949
ap,1,1,1,1,1,1,1,1.099606032,1.489993444,1.05021108
l(2)09851,1.061632062,1.095676986,1.345645978,1.155303063,1.031605178,1.59611851,1.123588505,2.58446785,1.260545886,1.121102678
CG34200,1.683412223,3.16227766,4.541849136,3.150885357,3.065395295,5.114606904,2.346633921,12.09133425,3.265626266,2.536619456
CG7791,1.035503366,1.115883993,1.233658537,1.20643715,1.205260937,1.410669535,1.097705474,1.394215469,1.489993444,1.177394454
Gp210,1.066936391,1.389495494,1.233658537,1.106336262,1.224159023,1.435780738,1.087519986,1.462003639,1.630386245,1.177394454
ZnT41F,1.091135757,1.364333789,1.198440155,1.296739275,1.150299182,1.017800911,1.118363529,1.048621014,1.094223771,1.158323286
dpr12,1.004996391,1,1,1,1,1.017800911,1,1.024021979,1.012946696,1.024798068
CG43366,1,1,1,1,1,1,1,1,1,1
CG7881,1,1,1,1,1,1,1,1,1,1.05021108
CR44127,1.00750394,1.018442485,1.007267112,1.029293393,1.015679663,1,1,1,1,1.033199999
BubR1,1.020135847,1.056354104,1.189793791,1.021890563,1.064209244,1.373823796,1.004671983,1.462003639,1.27686579,1.076254285
mle,1.02268117,1.22264841,1.130990923,1.138744605,1.097843767,1.435780738,1.062467831,1.767757467,1.182022377,1.085078087
Src42A,1.091135757,1.291549665,1.33593757,1.259834449,1.282649831,3.120706127,1.316537392,2.841896436,1.609547918,1.330802093
Act42A,4.770582696,1415121.244,220.1746403,246.5185075,3.993478507,143578.0738,46.5603455,2087313.245,15.09283936,372.3248179
Pngl,1.093858231,1.467799268,1.601041229,1.296739275,1.282649831,1.540775853,1.360201467,1.853707628,1.433588739,1.267175827
Strica,1.00750394,1.200508058,1.014587035,1.180593298,1.262848787,1,1.014081534,1,1,1.01646446
SCAP,1.172908326,3.220597919,1.532973302,1.278153672,1.47543105,2.271547586,1.256580406,1.767757467,1.568666877,1.111985927
CG14591,1.129874749,1.136463666,1.106687889,1.021890563,1.0477804,1.008861195,1.004671983,1,1.066431491,1.05021108
Tbce,1.066936391,1.291549665,1.242623672,1.172102298,1.150299182,1.638926159,1.204957308,1.533087739,1.470949508,1.16781994
CCHa2-R,1,1,1,1,1,1.035918694,1.004671983,1.099606032,1,1
l(2)k09848,1.051102385,1.157422881,1.279140468,1.20643715,1.064209244,1.268961003,1.123588505,2.188800532,1.568666877,1.158323286
CG7849,1.017596859,1.075835899,1.090776692,1.074850251,1.0477804,1.280205514,1.037992778,1.646246427,1.137276124,1.05021108
SmydA-5,1,1,1.007267112,1.007244249,1,1,1,1,1,1
Ars2,1.127062635,2.732171372,2.233863354,1.445022496,1.430228426,6.047963972,1.304321387,12.98380732,6.133515925,1.341712835
EcR,1.187614044,3.528735021,1.837176762,1.403897573,1.47543105,5.537261314,1.920440294,1.943836773,4.803571349,1.267175827
CG14589,1.002495083,1,1,1,1,1,1,1,1,1
Cyp6w1,1.004996391,1,1,1,1,1,1,1,1,1
Ptr,1.501090673,4.084238653,1.624395673,1.029293393,1.168335485,1.008861195,1.166276754,1.048621014,1,1.041670815
CG17994,1.002495083,1,1,1,1.015679663,1.008861195,1,1,1.026061009,1
l(2)k14710,1.015064189,1.178768635,1.059637289,1.067119771,1.080895687,1.182488525,1.087519986,1.209133425,1.182022377,1.041670815
bin3,1.056354104,1.245197085,1.395256608,1.180593298,1.205260937,1.955184472,1.177199862,2.13745464,1.738695234,1.16781994
Pld,1.045876776,1.136463666,1.139209961,1.138744605,1.132541315,1.111672882,1.037992778,1.024021979,1.094223771,1.102943312
jing,1.004996391,1.095676986,1.139209961,1.044260324,1.015679663,1.182488525,1.047714405,1.427707284,1.197325661,1.033199999
Vha16-1,43.61244047,89615.05019,265.7836748,244745.5102,211020.3429,50.6968345,1188.225273,36.89863575,106.6431491,391.019649
Trap1,1.135520045,1.522438235,1.500032363,1.363943053,1.282649831,1.624530874,1.233369253,2.295222234,2.108736651,1.432281455
Bap170,1.030355309,1.075835899,1.082907085,1.03674985,1,1.257815257,1.037992778,1.394215469,1.24443457,1.041670815
Fmo-2,1.00750394,1.095676986,1.007267112,1.014540976,1,1,1,1,1,1.008198621
Debcl,1.099323574,1.494869134,1.139209961,1.03674985,1.982883949,1.624530874,1.233369253,1.462003639,1.197325661,1.024798068
Opbp,1.020135847,1.200508058,1.098703488,1.059444888,1.0477804,1.15160272,1.037992778,1.180769016,1.3101422,1.067502238
geminin,1.169989107,1.522438235,2.581961045,1.598680786,1.545927736,4.138645591,1.193776642,17.67757467,5.462987007,1.714125253
sced,1.010017746,1.037225095,1.051992343,1.03674985,1,1.141487774,1.009365794,1.209133425,1.094223771,1.01646446
Dpit47,1.178768635,1.895735652,2.018512516,1.445022496,1.282649831,2.933816523,1.244920735,7.004236871,4.333826376,1.455863196
Adf1,1.058989795,1.291549665,1.269911877,1.241777788,1.186654592,2.212216291,1.067431663,4.057396243,2.220080463,1.319980076
CR45128,1,1,1,1,1,1.008861195,1.004671983,1,1.026061009,1
CG15908,1.083008923,1.364333789,1.297799335,1.259834449,1.132541315,1.314540426,1.210586848,1.238179203,1.122740346,1.076254285
CG9410,1.053724973,1.115883993,1.215921843,1.130554586,1.115057588,1.246767408,1.092600861,1.394215469,1.327104213,1.111985927
Hsepi,1.017596859,1.115883993,1.122831183,1.180593298,1.080895687,1.224961969,1.037992778,1.238179203,1.166914687,1.041670815
PGAP3,1.080313451,1.22264841,1.288436125,1.180593298,1.282649831,1.326188825,1.128837892,1.427707284,1.24443457,1.085078087
CG17266,1.129874749,1.157422881,1.721270226,1.325125628,1.150299182,1.790084628,1.118363529,3.518777065,1.95210329,1.341712835
CG9422,1.110336318,1.415121244,1.672131546,1.197760277,1.168335485,1.920989116,1.177199862,2.910164414,2.46071577,1.277564921
Tdc1,1.053724973,1.339627725,1.059637289,1.250773535,1.0477804,1.008861195,1,1,1.026061009,1.298599338
CR44165,1,1,1,1,1,1,1,1,1,1
CG15909,1,1,1,1,1.015679663,1.008861195,1,1,1,1.01646446
Tdc2,1.004996391,1,1.007267112,1.044260324,1,1.017800911,1,1,1,1
CG3270,1.299081397,1.415121244,1.021960152,1,1.015679663,1.026819843,1,1,1.039345109,1
Mob4,1.519911083,2.782559402,3.399746543,2.073072163,2.316673681,20.25412146,2.198392649,14.9712386,19.5210329,2.557416239
Rab2,2.3802544,23.60564508,10.07267112,7.278953844,5.984488366,15.00531824,6.855393505,10.99606032,9.377067432,3.91019649
phtf,1.035503366,1.157422881,1.122831183,1.082636734,1.064209244,1.172102298,1.028361358,1.298380732,1.24443457,1.033199999
CG3267,1.072267222,1.200508058,1.189793791,1.268961003,1.205260937,1.111672882,1.037992778,1.024021979,1.108390354,1.058821363
Eb1,2.3101297,28.86140441,25.08251434,15.53182793,5.451129337,166.8100537,3.757498236,46784.61854,30230.61117,14.09081686
CG3420,1.34520316,1.730195739,2.696606705,1.807395895,1.69718713,2.098162306,1.392273947,3.869268484,2.367563718,1.800193333
CG9436,1.184658224,2.039500469,2.638661302,1.999587618,1.806162232,2.615920378,2.069138081,1.60762802,2.163692455,1.330802093
Epac,1.002495083,1.037225095,1.021960152,1,1.0477804,64.90236708,1.057527082,1.533087739,1.039345109,1.041670815
SdhB,1.796093761,4.903161412,5.24959484,4.391705697,4.965305174,8.995451959,2.108077824,22.41379853,14.33588739,4.954906469
CG15237,1.211527659,1.389495494,1.684283113,1.598680786,1.186654592,3.625659148,1.445170302,6.679474067,2.871445374,1.409081686
ubl,1.375713942,2.19416782,2.436646079,1.807395895,2.143290708,2.686078953,1.438449888,5.394593974,4.22375116,1.844834649
koi,1.226717579,4.814372421,1.784729191,1.768678525,1.750827032,2.570169028,1.262451129,2.241379853,2.220080463,1.386257701
CG15236,1.004996391,1,1.029386851,1.03674985,1,1.017800911,1.014081534,1,1,1.01646446
