"","Df","FBgn","Symbol"
"5740627","Df(3R)10-65","FBgn0085812","lncRNA:CR41601"
"7354470","Df(3R)10-65","FBgn0259821","CG42402"
"26067457","Df(3R)10-65","FBgn0267816","lncRNA:CR46141"
"54520493","Df(3R)10-65","FBgn0286937","lncRNA:CR46431"
"42929","Df(3R)ED6220","FBgn0266758","Esyt2"
"42930","Df(3R)ED6220","FBgn0039209","REPTOR"
"42931","Df(3R)ED6220","FBgn0039210","CG13625"
"42933","Df(3R)ED6220","FBgn0039212","Syx18"
"42934","Df(3R)ED6220","FBgn0039213","atl"
"42935","Df(3R)ED6220","FBgn0039214","puf"
"42936","Df(3R)ED6220","FBgn0000139","ash2"
"42937","Df(3R)ED6220","FBgn0039215","CG6695"
"42939","Df(3R)ED6220","FBgn0020018","Ppox"
"42940","Df(3R)ED6220","FBgn0003429","slo"
"42941","Df(3R)ED6220","FBgn0039217","CG13627"
"42942","Df(3R)ED6220","FBgn0039218","Polr2L"
"42943","Df(3R)ED6220","FBgn0039219","CG13630"
"42944","Df(3R)ED6220","FBgn0004885","tok"
"42945","Df(3R)ED6220","FBgn0003719","tld"
"42946","Df(3R)ED6220","FBgn0000140","asp"
"42947","Df(3R)ED6220","FBgn0015591","AstA"
"42948","Df(3R)ED6220","FBgn0259233","CG42331"
"42950","Df(3R)ED6220","FBgn0039223","CG5805"
"42951","Df(3R)ED6220","FBgn0039224","CG13634"
"42952","Df(3R)ED6220","FBgn0039225","Ets96B"
"42953","Df(3R)ED6220","FBgn0039226","Ude"
"42954","Df(3R)ED6220","FBgn0039227","polybromo"
"42955","Df(3R)ED6220","FBgn0039228","CG6980"
"42956","Df(3R)ED6220","FBgn0027539","lili"
"42957","Df(3R)ED6220","FBgn0027617","CG5808"
"42958","Df(3R)ED6220","FBgn0039229","Saf-B"
"42959","Df(3R)ED6220","FBgn0045980","niki"
"42960","Df(3R)ED6220","FBgn0051118","RabX4"
"42961","Df(3R)ED6220","FBgn0039232","sosie"
"42962","Df(3R)ED6220","FBgn0013953","Esp"
"42963","Df(3R)ED6220","FBgn0039233","CG7006"
"42964","Df(3R)ED6220","FBgn0039234","Nct"
"42965","Df(3R)ED6220","FBgn0039235","CAH4"
"42967","Df(3R)ED6220","FBgn0039237","CG13640"
"42968","Df(3R)ED6220","FBgn0039238","CG7016"
"42969","Df(3R)ED6220","FBgn0039239","CG13641"
"42970","Df(3R)ED6220","FBgn0013949","Elal"
"42971","Df(3R)ED6220","FBgn0015625","CycB3"
"42972","Df(3R)ED6220","FBgn0039240","CG3744"
"42973","Df(3R)ED6220","FBgn0039241","CG11089"
"42975","Df(3R)ED6220","FBgn0051121","CG31121"
"42976","Df(3R)ED6220","FBgn0039244","CG11069"
"42978","Df(3R)ED6220","FBgn0039246","CG10845"
"42979","Df(3R)ED6220","FBgn0265190","PIG-S"
"42981","Df(3R)ED6220","FBgn0039249","CG11168"
"42982","Df(3R)ED6220","FBgn0039250","Mink"
"42983","Df(3R)ED6220","FBgn0039251","Trf4-2"
"42984","Df(3R)ED6220","FBgn0039252","CG11771"
"42985","Df(3R)ED6220","FBgn0020626","Osbp"
"42986","Df(3R)ED6220","FBgn0029157","ssh"
"42987","Df(3R)ED6220","FBgn0039254","Nmnat"
"42988","Df(3R)ED6220","FBgn0285912","mah"
"42990","Df(3R)ED6220","FBgn0039257","tnc"
"42991","Df(3R)ED6220","FBgn0039258","beta4GalT7"
"42992","Df(3R)ED6220","FBgn0039259","EMC6"
"42993","Df(3R)ED6220","FBgn0015240","Hr96"
"42994","Df(3R)ED6220","FBgn0039260","Smg6"
"42995","Df(3R)ED6220","FBgn0039261","Ythdf"
"42996","Df(3R)ED6220","FBgn0045866","bai"
"42998","Df(3R)ED6220","FBgn0039264","CG11786"
"42999","Df(3R)ED6220","FBgn0039265","CG11790"
"43000","Df(3R)ED6220","FBgn0039266","CG11791"
"43001","Df(3R)ED6220","FBgn0051109","CG31109"
"43002","Df(3R)ED6220","FBgn0266719","stac"
"43003","Df(3R)ED6220","FBgn0039269","veli"
"43004","Df(3R)ED6220","FBgn0039270","PQBP1"
"43005","Df(3R)ED6220","FBgn0011336","Stt3B"
"43006","Df(3R)ED6220","FBgn0039271","CG11839"
"43007","Df(3R)ED6220","FBgn0039272","CG11836"
"43008","Df(3R)ED6220","FBgn0039273","shams"
"43009","Df(3R)ED6220","FBgn0039274","CG11920"
"43010","Df(3R)ED6220","FBgn0004897","fd96Ca"
"43011","Df(3R)ED6220","FBgn0004898","fd96Cb"
"43012","Df(3R)ED6220","FBgn0053095","CG33095"
"43014","Df(3R)ED6220","FBgn0039277","Nepl16"
"43015","Df(3R)ED6220","FBgn0051108","TTLL5"
"43016","Df(3R)ED6220","FBgn0046214","vig2"
"43017","Df(3R)ED6220","FBgn0039280","Mocs2B"
"43018","Df(3R)ED6220","FBgn0259152","Clbn"
"43019","Df(3R)ED6220","FBgn0039282","Bili"
"43020","Df(3R)ED6220","FBgn0039283","danr"
"50073","Df(3R)ED6220","FBgn0040600","CG13631"
"50074","Df(3R)ED6220","FBgn0040601","CG13643"
"192528","Df(3R)ED6220","FBgn0043799","CG31381"
"318593","Df(3R)ED6220","FBgn0051105","ppk22"
"318595","Df(3R)ED6220","FBgn0051111","CG31111"
"318597","Df(3R)ED6220","FBgn0051115","CG31115"
"318599","Df(3R)ED6220","FBgn0051125","CG31125"
"318600","Df(3R)ED6220","FBgn0046685","Wsck"
"326119","Df(3R)ED6220","FBgn0259178","5PtaseI"
"326120","Df(3R)ED6220","FBgn0051119","HDAC11"
"326121","Df(3R)ED6220","FBgn0051126","CG31126"
"326135","Df(3R)ED6220","FBgn0051357","Kaz"
"326146","Df(3R)ED6220","FBgn0051510","CG31510"
"326251","Df(3R)ED6220","FBgn0053096","CG33096"
"2768685","Df(3R)ED6220","FBgn0263490","mld"
"3772327","Df(3R)ED6220","FBgn0004188","snRNA:U6:96Aa"
"3772330","Df(3R)ED6220","FBgn0004189","snRNA:U6:96Ab"
"3772524","Df(3R)ED6220","FBgn0053658","CG33658"
"3772628","Df(3R)ED6220","FBgn0004190","snRNA:U6:96Ac"
"3885585","Df(3R)ED6220","FBgn0054027","CG34027"
"4379863","Df(3R)ED6220","FBgn0083986","CG34150"
"4379864","Df(3R)ED6220","FBgn0083946","lobo"
"5740487","Df(3R)ED6220","FBgn0086059","snoRNA:Me18S-C1280"
"8674021","Df(3R)ED6220","FBgn0260229","Mocs2A"
"12798256","Df(3R)ED6220","FBgn0262962","CG43273"
"12798257","Df(3R)ED6220","FBgn0265266","CG13639"
"12798528","Df(3R)ED6220","FBgn0262858","MtnF"
"12798529","Df(3R)ED6220","FBgn0262431","mir-1003"
"19834718","Df(3R)ED6220","FBgn0265189","sud1"
"19835207","Df(3R)ED6220","FBgn0266534","CG45095"
"19835237","Df(3R)ED6220","FBgn0266743","lncRNA:CR45216"
"19835722","Df(3R)ED6220","FBgn0267210","lncRNA:CR45650"
"19835779","Df(3R)ED6220","FBgn0265253","asRNA:CR44267"
"26067099","Df(3R)ED6220","FBgn0262722","lncRNA:CR43166"
"26067411","Df(3R)ED6220","FBgn0267763","lncRNA:CR46094"
"26067412","Df(3R)ED6220","FBgn0267764","lncRNA:CR46095"
"26067413","Df(3R)ED6220","FBgn0267765","asRNA:CR46096"
"26067414","Df(3R)ED6220","FBgn0267766","asRNA:CR46097"
"26067415","Df(3R)ED6220","FBgn0267767","lncRNA:CR46098"
"30522405","Df(3R)ED6220","FBgn0284232","CG46316"
"54520512","Df(3R)ED6220","FBgn0287605","lncRNA:CR46474"
"405241","Df(3R)ED5100","FBgn0037215","beta-Man"
"405261","Df(3R)ED5100","FBgn0037217","CG14636"
"40527","Df(3R)ED5100","FBgn0037218","aux"
"40528","Df(3R)ED5100","FBgn0261436","DhpD"
"40529","Df(3R)ED5100","FBgn0037220","CG14641"
"40530","Df(3R)ED5100","FBgn0015331","abs"
"40532","Df(3R)ED5100","FBgn0037222","CG14642"
"40534","Df(3R)ED5100","FBgn0037224","TwdlF"
"40535","Df(3R)ED5100","FBgn0037225","TwdlG"
"40536","Df(3R)ED5100","FBgn0250821","CG14644"
"40537","Df(3R)ED5100","FBgn0037227","TwdlV"
"40538","Df(3R)ED5100","FBgn0037228","CG1092"
"40539","Df(3R)ED5100","FBgn0037229","flip"
"40540","Df(3R)ED5100","FBgn0037230","Nepl11"
"40541","Df(3R)ED5100","FBgn0027930","MP1"
"40542","Df(3R)ED5100","FBgn0037231","Vps24"
"40543","Df(3R)ED5100","FBgn0037232","Suv3"
"40544","Df(3R)ED5100","FBgn0261086","Syt14"
"40545","Df(3R)ED5100","FBgn0037234","CG9795"
"40546","Df(3R)ED5100","FBgn0027866","CG9776"
"40547","Df(3R)ED5100","FBgn0037235","CG1103"
"40548","Df(3R)ED5100","FBgn0037236","Skp2"
"40549","Df(3R)ED5100","FBgn0261434","hkb"
"40551","Df(3R)ED5100","FBgn0037238","CG1090"
"40552","Df(3R)ED5100","FBgn0037239","Sfxn1-3"
"40553","Df(3R)ED5100","FBgn0037240","Cont"
"40554","Df(3R)ED5100","FBgn0003882","tub"
"40555","Df(3R)ED5100","FBgn0037241","CG14646"
"40556","Df(3R)ED5100","FBgn0037242","CG9855"
"40557","Df(3R)ED5100","FBgn0086605","CG9853"
"40558","Df(3R)ED5100","FBgn0037244","CG14647"
"40559","Df(3R)ED5100","FBgn0263594","lost"
"40560","Df(3R)ED5100","FBgn0052944","CG32944"
"40562","Df(3R)ED5100","FBgn0037248","srl"
"40563","Df(3R)ED5100","FBgn0037249","eIF3a"
"40564","Df(3R)ED5100","FBgn0037250","CG1074"
"40565","Df(3R)ED5100","FBgn0037251","CG9804"
"40566","Df(3R)ED5100","FBgn0037252","CG14650"
"40567","Df(3R)ED5100","FBgn0051522","CG31522"
"40568","Df(3R)ED5100","FBgn0037254","sac"
"40569","Df(3R)ED5100","FBgn0037255","Fip1"
"40574","Df(3R)ED5100","FBgn0037260","Mur82C"
"40575","Df(3R)ED5100","FBgn0087012","5-HT2A"
"40576","Df(3R)ED5100","FBgn0037261","CG9775"
"40577","Df(3R)ED5100","FBgn0037262","MED31"
"40578","Df(3R)ED5100","FBgn0037263","slx1"
"40579","Df(3R)ED5100","FBgn0040466","Dlip2"
"40580","Df(3R)ED5100","FBgn0022981","rpk"
"40581","Df(3R)ED5100","FBgn0087013","Karybeta3"
"40582","Df(3R)ED5100","FBgn0037265","spartin"
"40583","Df(3R)ED5100","FBgn0263346","smash"
"40587","Df(3R)ED5100","FBgn0037270","eIF3f1"
"40588","Df(3R)ED5100","FBgn0027570","Nep2"
"40589","Df(3R)ED5100","FBgn0026620","tacc"
"40590","Df(3R)ED5100","FBgn0264907","CG44098"
"40593","Df(3R)ED5100","FBgn0010750","atms"
"40594","Df(3R)ED5100","FBgn0037275","CG14655"
"40595","Df(3R)ED5100","FBgn0037276","CG17387"
"40596","Df(3R)ED5100","FBgn0260794","ctrip"
"40598","Df(3R)ED5100","FBgn0026417","Hus1-like"
"40599","Df(3R)ED5100","FBgn0037279","CG1129"
"40600","Df(3R)ED5100","FBgn0037280","BBS5"
"40602","Df(3R)ED5100","FBgn0037282","CG14657"
"40603","Df(3R)ED5100","FBgn0037283","CG14658"
"40604","Df(3R)ED5100","FBgn0037284","CG14659"
"40605","Df(3R)ED5100","FBgn0003002","opa"
"40606","Df(3R)ED5100","FBgn0020280","laf"
"40607","Df(3R)ED5100","FBgn0004913","Gnf1"
"40608","Df(3R)ED5100","FBgn0265082","Cdep"
"40610","Df(3R)ED5100","FBgn0004436","Ubc6"
"40611","Df(3R)ED5100","FBgn0037288","CG14661"
"40612","Df(3R)ED5100","FBgn0250839","CG2016"
"40613","Df(3R)ED5100","FBgn0037290","CG1124"
"40614","Df(3R)ED5100","FBgn0037291","CG14662"
"40615","Df(3R)ED5100","FBgn0037292","plh"
"40616","Df(3R)ED5100","FBgn0010313","corto"
"46008","Df(3R)ED5100","FBgn0010225","Gel"
"50160","Df(3R)ED5100","FBgn0040687","CG14645"
"64877","Df(3R)ED5100","FBgn0041605","cpx"
"318261","Df(3R)ED5100","FBgn0052945","CG32945"
"318776","Df(3R)ED5100","FBgn0051516","CG31516"
"318778","Df(3R)ED5100","FBgn0041621","Or82a"
"318782","Df(3R)ED5100","FBgn0051525","CG31525"
"318783","Df(3R)ED5100","FBgn0051526","lncRNA:CR31526"
"318785","Df(3R)ED5100","FBgn0051528","CG31528"
"326148","Df(3R)ED5100","FBgn0051523","CG31523"
"3771770","Df(3R)ED5100","FBgn0004183","snRNA:U1:82Eb"
"3771851","Df(3R)ED5100","FBgn0053927","CG33927"
"4379842","Df(3R)ED5100","FBgn0086608","CG34112"
"5740349","Df(3R)ED5100","FBgn0085386","CG34357"
"5740825","Df(3R)ED5100","FBgn0085334","CG34305"
"5740837","Df(3R)ED5100","FBgn0085454","CG34425"
"12798221","Df(3R)ED5100","FBgn0262214","mir-929"
"12798226","Df(3R)ED5100","FBgn0263620","asRNA:CR43629"
"12798227","Df(3R)ED5100","FBgn0263455","asRNA:CR43478"
"12798228","Df(3R)ED5100","FBgn0263343","lncRNA:CR43424"
"12798229","Df(3R)ED5100","FBgn0263626","lncRNA:CR43635"
"14462430","Df(3R)ED5100","FBgn0264983","asRNA:CR44134"
"14462431","Df(3R)ED5100","FBgn0265038","asRNA:CR44155"
"14462432","Df(3R)ED5100","FBgn0265039","lncRNA:CR44156"
"14462433","Df(3R)ED5100","FBgn0265040","lncRNA:CR44157"
"14462434","Df(3R)ED5100","FBgn0264897","CG44088"
"19834925","Df(3R)ED5100","FBgn0266698","lncRNA:CR45188"
"19834980","Df(3R)ED5100","FBgn0266228","lncRNA:CR44923"
"19835045","Df(3R)ED5100","FBgn0267140","lncRNA:CR45580"
"19835177","Df(3R)ED5100","FBgn0267118","lncRNA:CR45558"
"19835203","Df(3R)ED5100","FBgn0267233","lncRNA:CR45673"
"19835391","Df(3R)ED5100","FBgn0267148","lncRNA:CR45588"
"19835539","Df(3R)ED5100","FBgn0267157","lncRNA:CR45597"
"19835543","Df(3R)ED5100","FBgn0265376","lncRNA:CR44317"
"19835729","Df(3R)ED5100","FBgn0267145","lncRNA:CR45585"
"19835920","Df(3R)ED5100","FBgn0266227","lncRNA:CR44922"
"19836199","Df(3R)ED5100","FBgn0266697","lncRNA:CR45187"
"26067320","Df(3R)ED5100","FBgn0267661","asRNA:CR45999"
"26067453","Df(3R)ED5100","FBgn0267812","asRNA:CR46137"
"26067454","Df(3R)ED5100","FBgn0267813","asRNA:CR46138"
"26067455","Df(3R)ED5100","FBgn0267814","asRNA:CR46139"
"26067456","Df(3R)ED5100","FBgn0267815","asRNA:CR46140"
"26067565","Df(3R)ED5100","FBgn0267988","asRNA:CR46255"
"30522411","Df(3R)ED5100","FBgn0283546","mir-9384"
"39877394","Df(3R)ED5100","FBgn0286032","lncRNA:CR46352"
"39877400","Df(3R)ED5100","FBgn0286036","sisRNA:CR46358"
"41025","Df(3R)BSC197","FBgn0086679","p"
"41026","Df(3R)BSC197","FBgn0037606","CG8032"
"41027","Df(3R)BSC197","FBgn0037607","CG8036"
"41028","Df(3R)BSC197","FBgn0037608","mRpL19"
"41029","Df(3R)BSC197","FBgn0037609","Unc50"
"41030","Df(3R)BSC197","FBgn0037610","CG8043"
"41031","Df(3R)BSC197","FBgn0037611","CG11755"
"41032","Df(3R)BSC197","FBgn0001180","hb"
"41033","Df(3R)BSC197","FBgn0037612","CG8112"
"41034","Df(3R)BSC197","FBgn0037613","Cks85A"
"41035","Df(3R)BSC197","FBgn0037614","TMEM216"
"41036","Df(3R)BSC197","FBgn0037615","CG11760"
"41037","Df(3R)BSC197","FBgn0037616","CG8136"
"41038","Df(3R)BSC197","FBgn0037617","nom"
"41039","Df(3R)BSC197","FBgn0037618","ouib"
"41040","Df(3R)BSC197","FBgn0037619","CG8159"
"41041","Df(3R)BSC197","FBgn0037620","ranshi"
"45826","Df(3R)BSC197","FBgn0263231","bel"
"2768664","Df(3R)BSC197","FBgn0053325","CG33325"
"14462442","Df(3R)BSC197","FBgn0265158","CG44227"
"19834872","Df(3R)BSC197","FBgn0266242","lncRNA:CR44937"
"43275","Df(3R)BSC497","FBgn0004197","Ser"
"43276","Df(3R)BSC497","FBgn0261995","CG42813"
"43277","Df(3R)BSC497","FBgn0051064","CG31064"
"43278","Df(3R)BSC497","FBgn0005696","PolA2"
"43279","Df(3R)BSC497","FBgn0039498","CG17991"
"43281","Df(3R)BSC497","FBgn0039500","CG5984"
"43282","Df(3R)BSC497","FBgn0039501","TTLL6B"
"43283","Df(3R)BSC497","FBgn0010441","pll"
"43284","Df(3R)BSC497","FBgn0011289","TfIIA-L"
"43286","Df(3R)BSC497","FBgn0039503","CG14262"
"43287","Df(3R)BSC497","FBgn0039504","CG14260"
"43288","Df(3R)BSC497","FBgn0002441","l(3)mbt"
"43289","Df(3R)BSC497","FBgn0039505","CG5934"
"43290","Df(3R)BSC497","FBgn0046247","CG5938"
"43291","Df(3R)BSC497","FBgn0039507","mrt"
"43292","Df(3R)BSC497","FBgn0039508","CG3368"
"43293","Df(3R)BSC497","FBgn0039509","bigmax"
"43294","Df(3R)BSC497","FBgn0015737","Hmu"
"43295","Df(3R)BSC497","FBgn0039510","CG3339"
"43296","Df(3R)BSC497","FBgn0039511","CG3330"
"43298","Df(3R)BSC497","FBgn0260487","CG42534"
"43300","Df(3R)BSC497","FBgn0016061","side"
"43303","Df(3R)BSC497","FBgn0039518","CG13978"
"43304","Df(3R)BSC497","FBgn0039519","Cyp6a18"
"43305","Df(3R)BSC497","FBgn0039520","Gr98a"
"43306","Df(3R)BSC497","FBgn0039521","CG5402"
"43307","Df(3R)BSC497","FBgn0039522","CG13972"
"43308","Df(3R)BSC497","FBgn0039523","CG12885"
"43309","Df(3R)BSC497","FBgn0046885","Gr98d"
"43310","Df(3R)BSC497","FBgn0004387","Klp98A"
"43311","Df(3R)BSC497","FBgn0039525","CG5646"
"43312","Df(3R)BSC497","FBgn0027492","wdb"
"43314","Df(3R)BSC497","FBgn0039527","CG5639"
"43315","Df(3R)BSC497","FBgn0039528","dsd"
"43316","Df(3R)BSC497","FBgn0039529","CG5612"
"43317","Df(3R)BSC497","FBgn0039530","Tusp"
"43318","Df(3R)BSC497","FBgn0039531","CG5611"
"43319","Df(3R)BSC497","FBgn0039532","Mtl"
"43321","Df(3R)BSC497","FBgn0027494","RpS10a"
"43323","Df(3R)BSC497","FBgn0002772","Mlc1"
"43324","Df(3R)BSC497","FBgn0039536","unc80"
"43325","Df(3R)BSC497","FBgn0039537","Hsdl2"
"43326","Df(3R)BSC497","FBgn0039538","CG12883"
"43327","Df(3R)BSC497","FBgn0003330","Sce"
"43328","Df(3R)BSC497","FBgn0046258","CG12880"
"43329","Df(3R)BSC497","FBgn0263025","HSPBAP1"
"43330","Df(3R)BSC497","FBgn0086346","ALiX"
"43331","Df(3R)BSC497","FBgn0045862","btz"
"43332","Df(3R)BSC497","FBgn0039543","CROT"
"43333","Df(3R)BSC497","FBgn0039544","CG12877"
"43334","Df(3R)BSC497","FBgn0005659","Ets98B"
"43341","Df(3R)BSC497","FBgn0039551","Or98a"
"43342","Df(3R)BSC497","FBgn0039552","CG12426"
"47249","Df(3R)BSC497","FBgn0010328","woc"
"50082","Df(3R)BSC497","FBgn0040609","CG3348"
"53569","Df(3R)BSC497","FBgn0040080","pins"
"59150","Df(3R)BSC497","FBgn0042111","CG18766"
"117327","Df(3R)BSC497","FBgn0046887","Gr98b"
"117336","Df(3R)BSC497","FBgn0046886","Gr98c"
"318574","Df(3R)BSC497","FBgn0051055","CG31055"
"318578","Df(3R)BSC497","FBgn0051068","CG31068"
"318579","Df(3R)BSC497","FBgn0003482","spn-D"
"326116","Df(3R)BSC497","FBgn0266579","tau"
"3771904","Df(3R)BSC497","FBgn0065105","sncRNA:157"
"5740590","Df(3R)BSC497","FBgn0085382","CG34353"
"10178958","Df(3R)BSC497","FBgn0261996","CG42814"
"12798274","Df(3R)BSC497","FBgn0263453","asRNA:CR43476"
"12798275","Df(3R)BSC497","FBgn0263401","CG43447"
"12798276","Df(3R)BSC497","FBgn0262613","CG43139"
"12798277","Df(3R)BSC497","FBgn0262286","mir-1001"
"12798278","Df(3R)BSC497","FBgn0263024","CG43319"
"12798279","Df(3R)BSC497","FBgn0263597","Acp98AB"
"14462524","Df(3R)BSC497","FBgn0264841","asRNA:CR44049"
"19834888","Df(3R)BSC497","FBgn0054006","lncRNA:CR34006"
"19834894","Df(3R)BSC497","FBgn0265315","lncRNA:CR44288"
"19835591","Df(3R)BSC497","FBgn0265317","CG44290"
"19835819","Df(3R)BSC497","FBgn0265316","lncRNA:CR44289"
"19836052","Df(3R)BSC497","FBgn0265314","asRNA:CR44287"
"26067313","Df(3R)BSC497","FBgn0267653","lncRNA:CR45991"
"26067402","Df(3R)BSC497","FBgn0267754","lncRNA:CR46085"
"26067403","Df(3R)BSC497","FBgn0267755","lncRNA:CR46086"
"36786373","Df(3R)BSC497","FBgn0285938","CG46335"
"41434","Df(3R)ED5577","FBgn0037956","CG6959"
"41436","Df(3R)ED5577","FBgn0037958","CG6962"
"41437","Df(3R)ED5577","FBgn0051368","CG31368"
"41438","Df(3R)ED5577","FBgn0037960","mthl5"
"41440","Df(3R)ED5577","FBgn0037962","Dnali1"
"41441","Df(3R)ED5577","FBgn0037963","Cad87A"
"41442","Df(3R)ED5577","FBgn0037964","CG14731"
"41443","Df(3R)ED5577","FBgn0051211","CG31211"
"41445","Df(3R)ED5577","FBgn0260741","CG3281"
"41446","Df(3R)ED5577","FBgn0000147","aurA"
"41447","Df(3R)ED5577","FBgn0260742","CG12213"
"41448","Df(3R)ED5577","FBgn0260743","GC1"
"41449","Df(3R)ED5577","FBgn0037970","GC2"
"41450","Df(3R)ED5577","FBgn0260744","Tango9"
"41451","Df(3R)ED5577","FBgn0037972","CG10005"
"41452","Df(3R)ED5577","FBgn0037973","CG18547"
"41453","Df(3R)ED5577","FBgn0037974","CG12224"
"41454","Df(3R)ED5577","FBgn0037975","CG3397"
"41455","Df(3R)ED5577","FBgn0260745","mfas"
"41456","Df(3R)ED5577","FBgn0037976","Tk"
"41457","Df(3R)ED5577","FBgn0260746","Ect3"
"41458","Df(3R)ED5577","FBgn0037978","KLHL18"
"41459","Df(3R)ED5577","FBgn0037979","GCC185"
"41460","Df(3R)ED5577","FBgn0037980","DCAF12"
"41461","Df(3R)ED5577","FBgn0037981","Spt3"
"41462","Df(3R)ED5577","FBgn0051358","CG31358"
"41465","Df(3R)ED5577","FBgn0037985","ssp5"
"41466","Df(3R)ED5577","FBgn0037986","CG14736"
"41467","Df(3R)ED5577","FBgn0037987","CG14739"
"41468","Df(3R)ED5577","FBgn0037988","CG14740"
"41469","Df(3R)ED5577","FBgn0037989","ATP8B"
"41470","Df(3R)ED5577","FBgn0051361","dpr17"
"41472","Df(3R)ED5577","FBgn0037992","CG4702"
"41473","Df(3R)ED5577","FBgn0037993","dpr15"
"41474","Df(3R)ED5577","FBgn0261714","Cpn"
"41475","Df(3R)ED5577","FBgn0037994","eIF3d2"
"41476","Df(3R)ED5577","FBgn0037995","Adk1"
"41477","Df(3R)ED5577","FBgn0037996","CG4830"
"41479","Df(3R)ED5577","FBgn0037998","Cog1"
"41480","Df(3R)ED5577","FBgn0037999","CG4860"
"41481","Df(3R)ED5577","FBgn0038000","Rsbp15"
"41482","Df(3R)ED5577","FBgn0038001","CG17404"
"41484","Df(3R)ED5577","FBgn0038003","CG3916"
"41486","Df(3R)ED5577","FBgn0038005","Cyp313a5"
"41487","Df(3R)ED5577","FBgn0038006","Cyp313a2"
"41488","Df(3R)ED5577","FBgn0038007","Cyp313a3"
"41489","Df(3R)ED5577","FBgn0038008","CG3942"
"41490","Df(3R)ED5577","FBgn0038009","CG17738"
"41491","Df(3R)ED5577","FBgn0003651","svp"
"41493","Df(3R)ED5577","FBgn0038011","CG4066"
"41494","Df(3R)ED5577","FBgn0038012","CG10013"
"41495","Df(3R)ED5577","FBgn0038013","CG10038"
"41496","Df(3R)ED5577","FBgn0038014","CG10041"
"41498","Df(3R)ED5577","FBgn0038016","MBD-R2"
"41499","Df(3R)ED5577","FBgn0038017","CG4115"
"41500","Df(3R)ED5577","FBgn0038018","Tim17a1"
"41502","Df(3R)ED5577","FBgn0038020","GstD9"
"41503","Df(3R)ED5577","FBgn0001149","GstD1"
"41511","Df(3R)ED5577","FBgn0038028","CG10035"
"41512","Df(3R)ED5577","FBgn0038029","GstD11"
"41513","Df(3R)ED5577","FBgn0085431","Sol1"
"41518","Df(3R)ED5577","FBgn0286075","DNAlig3"
"41520","Df(3R)ED5577","FBgn0038037","Cyp9f2"
"41521","Df(3R)ED5577","FBgn0038038","Sccpdh2"
"41522","Df(3R)ED5577","FBgn0038039","CG5196"
"41524","Df(3R)ED5577","FBgn0082831","pps"
"41525","Df(3R)ED5577","FBgn0038042","Scgbeta"
"41526","Df(3R)ED5577","FBgn0038043","CG17202"
"41528","Df(3R)ED5577","FBgn0038045","NANS"
"41529","Df(3R)ED5577","FBgn0038046","CG5641"
"41530","Df(3R)ED5577","FBgn0038047","CG5245"
"41531","Df(3R)ED5577","FBgn0086134","Prosalpha2"
"41532","Df(3R)ED5577","FBgn0029512","Aos1"
"41533","Df(3R)ED5577","FBgn0038049","Srlp"
"41536","Df(3R)ED5577","FBgn0043043","Desat2"
"41537","Df(3R)ED5577","FBgn0286507","vrs"
"41538","Df(3R)ED5577","FBgn0038053","CG18549"
"41539","Df(3R)ED5577","FBgn0038054","CG5509"
"41540","Df(3R)ED5577","FBgn0038055","trus"
"41541","Df(3R)ED5577","FBgn0038056","CG5961"
"41542","Df(3R)ED5577","FBgn0038057","Polr3C"
"41543","Df(3R)ED5577","FBgn0038058","CG5608"
"44858","Df(3R)ED5577","FBgn0003312","sad"
"44920","Df(3R)ED5577","FBgn0013276","Hsp70Ab"
"44921","Df(3R)ED5577","FBgn0013277","Hsp70Ba"
"46246","Df(3R)ED5577","FBgn0011270","Pglym87"
"47769","Df(3R)ED5577","FBgn0000455","Dip-C"
"48335","Df(3R)ED5577","FBgn0010038","GstD2"
"48336","Df(3R)ED5577","FBgn0010039","GstD3"
"48337","Df(3R)ED5577","FBgn0010040","GstD4"
"48338","Df(3R)ED5577","FBgn0010041","GstD5"
"48339","Df(3R)ED5577","FBgn0010042","GstD6"
"48340","Df(3R)ED5577","FBgn0010043","GstD7"
"48341","Df(3R)ED5577","FBgn0010044","GstD8"
"48581","Df(3R)ED5577","FBgn0013275","Hsp70Aa"
"49260","Df(3R)ED5577","FBgn0004103","Pp1-87B"
"59240","Df(3R)ED5577","FBgn0042206","GstD10"
"117369","Df(3R)ED5577","FBgn0086687","Desat1"
"326253","Df(3R)ED5577","FBgn0053098","CG33098"
"2768665","Df(3R)ED5577","FBgn0038051","CG17207"
"3771756","Df(3R)ED5577","FBgn0038033","CG10097"
"3771788","Df(3R)ED5577","FBgn0065087","sncRNA:649"
"3772183","Df(3R)ED5577","FBgn0038032","CG10096"
"3772405","Df(3R)ED5577","FBgn0038034","Cyp9f3"
"3772591","Df(3R)ED5577","FBgn0065094","sncRNA:419"
"3772597","Df(3R)ED5577","FBgn0052865","lncRNA:alphagamma-element:CR32865"
"5740370","Df(3R)ED5577","FBgn0085336","CG34307"
"8674018","Df(3R)ED5577","FBgn0260231","CG42505"
"8674050","Df(3R)ED5577","FBgn0260230","CG42504"
"8674076","Df(3R)ED5577","FBgn0259975","Sfp87B"
"12797889","Df(3R)ED5577","FBgn0263404","CG43450"
"12797890","Df(3R)ED5577","FBgn0037997","CG14742"
